id,timestep,pop_r,pop_s,pop_p,pop_d,pop_rec_r,pop_rec_p,pop_car_p,pop_car_r,num_calves,num_dh,num_heifers,num_lactating,num_dry,num_weaned,pop_er,pop_ep,inf_calves,car_calves,ri_calves,rc_calves,inf_weaned,car_weaned,ri_weaned,rc_weaned,inf_heifers,car_heifers,ri_heifers,rc_heifers,inf_dh,car_dh,ri_dh,rc_dh,inf_lactating,car_lactating,ri_lactating,rc_lactating,inf_dry,car_dry,ri_dry,rc_dry,clinical,subclinical,current_b1,current_b2,current_b3,current_b4,current_spring,current_autumn,optimal_stock,treatment_prob,vacc_rate,fpt_rate,pen_decon,treat_calf,treat_lac,iteration,system,simid
1,398,3,95,0,3,243,46,9,12,40,4,41,146,134,57,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,3,1,146,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,399,5,95,0,5,244,46,9,12,37,4,42,146,134,56,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,5,0,146,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,400,7,93,0,7,244,46,9,12,36,4,42,149,131,56,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,6,1,149,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,401,5,94,0,5,246,46,9,12,36,4,43,151,129,55,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,4,1,151,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,402,4,92,0,4,247,46,9,12,35,4,43,153,127,55,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,3,1,153,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,403,4,95,0,4,248,46,9,12,40,4,44,158,122,54,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,4,3,1,158,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,404,7,93,0,7,249,46,9,12,45,4,44,164,116,54,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,5,0,4,5,2,164,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,405,5,96,0,5,249,46,9,12,45,3,44,167,114,54,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,5,0,4,3,2,167,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,406,5,97,0,5,250,46,9,12,53,2,47,176,106,51,3,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,8,0,5,0,4,2,4,176,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,407,4,99,0,4,252,46,9,12,55,1,51,180,103,47,3,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,8,0,4,0,4,3,2,180,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,408,2,99,0,2,254,46,9,12,56,0,52,185,99,46,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,4,2,0,185,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,409,2,100,0,2,255,46,9,12,56,0,54,188,96,44,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,4,3,1,188,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,410,0,100,0,0,255,46,9,12,53,0,54,191,93,44,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,4,2,0,191,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,411,2,102,0,2,255,46,9,12,55,0,54,197,87,44,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,8,0,4,0,4,3,0,197,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,412,3,97,0,3,255,46,9,12,55,0,56,199,85,42,12,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,8,0,3,0,4,4,1,199,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,413,4,96,0,4,255,46,9,12,59,0,58,205,79,40,16,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,8,0,2,0,4,4,2,205,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,414,6,94,0,6,256,46,9,12,57,0,59,207,77,39,14,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,8,0,2,0,4,3,5,207,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,415,12,87,0,12,256,46,9,12,55,0,59,207,76,40,13,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,8,0,2,0,4,3,10,207,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,416,13,81,0,13,258,46,9,12,55,0,61,209,74,38,16,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,1,8,0,2,0,4,3,11,209,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,417,17,78,0,17,259,46,9,12,55,0,63,211,72,36,15,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,1,8,0,2,0,4,0,17,211,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,418,20,72,0,20,263,46,9,12,58,0,64,214,69,35,15,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,8,0,2,0,4,0,20,214,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,419,23,70,0,23,266,46,9,12,59,0,64,216,67,35,12,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,0,8,0,2,0,4,0,23,216,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,420,26,66,0,26,270,46,9,12,60,0,64,218,65,36,11,0,0,0,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,0,8,0,2,0,4,3,23,218,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,421,18,62,0,18,279,46,9,12,62,0,64,222,61,36,15,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,9,0,2,0,3,1,17,222,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,422,18,62,0,18,285,46,9,12,59,0,65,222,61,35,8,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,9,0,2,0,3,3,15,222,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,423,16,60,0,16,290,46,9,12,60,0,66,225,58,34,6,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,9,0,2,0,3,3,13,225,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,424,16,57,0,16,294,46,9,12,63,0,68,229,54,32,5,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,9,0,2,0,3,4,12,229,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,425,12,54,0,12,300,46,9,12,64,0,69,233,50,32,6,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,10,0,2,0,2,4,8,233,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,426,10,54,0,10,301,46,9,12,66,0,71,238,45,30,9,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,10,0,2,0,2,3,7,238,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,427,6,53,0,6,306,46,9,13,65,0,72,239,44,29,8,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,2,0,2,3,4,239,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,428,8,50,0,8,307,46,9,13,65,0,73,243,40,28,9,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,10,0,2,0,2,4,5,243,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,429,10,45,0,10,307,46,9,13,62,0,74,246,37,27,10,0,0,0,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,0,10,0,2,0,2,5,6,246,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,430,13,45,0,13,307,46,9,13,61,0,74,247,35,27,7,0,0,0,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,7,0,10,0,2,0,2,5,8,247,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,431,13,42,0,13,310,46,9,13,59,0,74,247,35,27,6,0,0,0,8,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,10,0,2,0,2,5,8,247,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,432,11,44,0,11,313,46,9,13,59,0,74,250,32,27,5,0,0,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,0,10,0,2,0,2,4,7,250,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,433,10,43,0,10,315,46,9,13,57,0,77,251,31,24,2,0,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,0,10,0,2,0,2,4,6,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,434,6,43,0,6,319,46,9,13,57,0,77,253,29,24,2,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,11,0,2,0,1,2,4,253,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,435,7,42,0,7,318,46,9,13,59,0,78,255,27,23,5,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,11,0,2,0,1,3,4,255,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,436,9,42,0,9,319,46,9,13,59,0,81,257,25,21,3,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,11,0,2,0,1,5,4,257,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,437,7,40,0,7,320,46,9,13,60,0,82,259,23,20,5,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,12,0,2,0,0,4,3,259,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,438,6,38,0,6,323,46,9,13,58,0,83,259,23,19,4,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,12,0,2,0,0,3,3,259,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,439,5,36,0,5,323,46,9,13,54,0,85,259,23,18,5,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,12,0,2,0,0,2,3,259,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,440,6,38,0,6,324,46,9,13,55,0,88,262,20,15,2,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,0,12,0,2,0,0,1,5,262,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,441,5,37,0,5,325,46,9,13,57,0,89,265,17,14,3,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,0,12,0,2,0,0,0,5,265,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,442,6,36,0,6,325,46,9,13,57,0,90,266,16,13,4,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,12,0,1,0,0,0,6,266,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,443,5,34,0,5,327,46,9,13,59,0,90,268,14,13,7,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,12,0,1,0,0,0,5,268,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,444,7,34,0,7,327,46,9,13,58,0,90,268,14,13,5,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,8,0,12,0,1,0,0,1,6,268,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,445,6,33,0,6,330,46,9,13,57,0,92,270,12,13,6,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,12,0,1,0,0,2,4,270,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,446,9,31,0,9,331,46,9,13,57,0,93,272,10,13,4,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,8,0,12,0,1,0,0,3,6,272,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,447,7,30,0,7,334,46,9,13,58,0,94,275,7,14,6,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,0,12,0,0,0,0,3,4,275,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,448,7,30,0,7,334,46,9,13,57,0,94,275,7,14,5,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,0,12,0,0,0,0,2,5,275,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,449,7,29,0,7,335,46,9,13,57,0,95,277,5,13,5,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,9,0,12,0,0,0,0,1,6,277,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,450,6,28,0,6,337,46,9,13,56,0,95,277,5,13,4,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,0,12,0,0,0,0,0,6,277,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,451,7,23,0,7,325,41,8,12,54,0,98,257,4,12,6,0,0,0,3,0,0,0,1,0,0,0,3,1,0,0,0,0,0,8,0,11,0,0,0,0,1,6,257,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,452,6,23,0,6,327,41,8,12,52,0,98,259,2,13,5,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,8,0,11,0,0,0,0,1,5,259,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,453,7,23,0,7,327,41,8,12,51,0,98,260,1,14,4,0,0,0,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,8,0,11,0,0,0,0,2,5,260,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,454,6,23,0,6,328,41,8,12,49,0,98,261,0,14,3,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,8,1,11,0,0,0,0,1,5,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,455,5,23,0,5,330,41,8,12,47,0,98,261,0,15,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,11,0,0,0,0,0,5,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,456,4,22,0,4,331,41,8,12,46,0,98,261,0,15,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,11,0,0,0,0,0,4,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,457,4,22,0,4,332,41,8,12,45,0,98,261,0,16,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,4,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,458,2,21,0,2,335,41,8,12,44,0,98,261,0,17,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,2,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,459,2,21,0,2,335,41,8,12,42,0,98,261,0,19,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,2,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,460,1,20,0,1,336,41,8,12,42,0,98,261,0,19,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,461,1,19,0,1,336,41,8,12,40,0,98,261,0,21,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,462,3,17,0,3,336,41,8,12,39,0,98,261,0,22,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,3,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,463,3,17,0,3,337,41,8,12,38,0,98,261,0,23,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,1,2,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,464,5,16,0,5,337,41,8,12,38,0,98,261,0,23,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,3,2,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,465,4,15,0,4,338,41,8,12,38,0,98,261,0,23,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,3,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,466,4,15,0,4,339,41,8,12,38,0,98,261,0,23,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,3,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,467,1,15,0,1,340,41,8,12,36,0,98,261,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,468,1,15,0,1,341,41,8,12,36,0,98,261,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,1,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,469,0,15,0,0,342,41,8,12,34,0,98,261,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,470,0,15,0,0,342,41,8,12,32,0,98,261,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,471,0,15,0,0,342,41,8,12,29,0,98,261,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,472,0,15,0,0,342,41,8,12,28,0,98,261,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,473,0,15,0,0,342,41,8,12,26,0,98,261,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,474,0,15,0,0,342,41,8,12,26,0,98,261,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,475,0,15,0,0,342,41,8,12,26,0,98,261,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,476,0,15,0,0,342,41,8,12,25,0,98,261,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,477,0,15,0,0,342,41,8,12,25,0,98,261,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,478,0,15,0,0,342,41,8,12,24,0,98,261,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,479,0,15,0,0,342,41,8,12,23,0,98,261,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,480,0,15,0,0,342,41,8,12,23,0,98,261,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,0,0,0,0,0,261,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,481,0,13,0,0,338,39,7,11,21,0,98,251,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,482,0,13,0,0,338,39,7,11,20,0,98,251,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,483,0,13,0,0,338,39,7,11,20,0,98,251,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,484,0,13,0,0,338,39,7,11,20,0,98,251,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,485,0,13,0,0,338,39,7,11,20,0,98,251,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,486,0,13,0,0,338,39,7,11,18,0,98,251,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,487,0,13,0,0,338,39,7,11,18,0,98,251,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,488,0,13,0,0,338,39,7,11,16,0,98,251,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,489,0,13,0,0,338,39,7,11,16,0,98,251,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,490,0,13,0,0,338,39,7,11,15,0,98,251,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,491,0,13,0,0,338,39,7,11,15,0,98,251,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,492,0,13,0,0,338,39,7,11,15,0,98,251,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,493,0,13,0,0,338,39,7,11,15,98,0,251,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,494,0,13,0,0,338,39,7,11,14,98,0,251,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,495,0,13,0,0,338,39,7,11,13,98,0,251,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,496,0,13,0,0,338,39,7,11,11,98,0,251,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,497,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,498,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,499,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,500,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,501,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
1,502,0,13,0,0,338,39,7,11,10,98,0,251,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,0,0,0,0,0,0,251,0,0,0,63,0,273,0.5,0.5,0.6,0,0.1,0.05,1,1,1
